文件路径,正则表达式
D:\skyrat\Skyrat-tg-master\code\modules\admin\sound_emitter.dm,"(?<=span_notice."").*(?="".)","/obj/effect/sound_emitter/Topic(href, href_list)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\sound_emitter.dm,"(?<=span_notice."").*(?="".)","/obj/effect/sound_emitter/Topic(href, href_list)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\sound_emitter.dm,"(?<=span_notice."").*(?="".)","/obj/effect/sound_emitter/Topic(href, href_list)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\sound_emitter.dm,"(?<=span_notice."").*(?="".)","/obj/effect/sound_emitter/Topic(href, href_list)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\sql_ban_system.dm,"(?<=span_danger."").*(?="")",/datum/admins/proc/ban_parse_href(list/href_list)
D:\skyrat\Skyrat-tg-master\code\modules\admin\sql_ban_system.dm,"(?<=span_danger."").*(?="")",/datum/admins/proc/ban_parse_href(list/href_list)
D:\skyrat\Skyrat-tg-master\code\modules\admin\sql_ban_system.dm,"(?<=span_danger."").*(?="")","/datum/admins/proc/create_ban(player_key, ip_check, player_ip, cid_check, player_cid, use_last_connection, applies_to_admins, duration, interval, severity, reason, global_ban, list/roles_to_ban) // SKYRAT EDIT CHANGE - MULTISERVER"
D:\skyrat\Skyrat-tg-master\code\modules\admin\sql_ban_system.dm,"(?<=span_danger."").*(?="")","/datum/admins/proc/create_ban(player_key, ip_check, player_ip, cid_check, player_cid, use_last_connection, applies_to_admins, duration, interval, severity, reason, global_ban, list/roles_to_ban) // SKYRAT EDIT CHANGE - MULTISERVER"
D:\skyrat\Skyrat-tg-master\code\modules\admin\sql_ban_system.dm,"(?<=span_danger."").*(?="")","/datum/admins/proc/create_ban(player_key, ip_check, player_ip, cid_check, player_cid, use_last_connection, applies_to_admins, duration, interval, severity, reason, global_ban, list/roles_to_ban) // SKYRAT EDIT CHANGE - MULTISERVER"
D:\skyrat\Skyrat-tg-master\code\modules\admin\sql_ban_system.dm,"(?<=span_danger."").*(?="")","/datum/admins/proc/unban_panel(player_key, admin_key, player_ip, player_cid, page = 0)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\sql_ban_system.dm,"(?<=span_danger."").*(?="")","/datum/admins/proc/unban(ban_id, player_key, player_ip, player_cid, role, page, admin_key)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\sql_ban_system.dm,"(?<=span_danger."").*(?="")","/datum/admins/proc/reban(ban_id, applies_to_admins, player_key, player_ip, player_cid, role, page, admin_key)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\sql_ban_system.dm,"(?<=span_danger."").*(?="")","/datum/admins/proc/edit_ban(ban_id, player_key, ip_check, player_ip, cid_check, player_cid, use_last_connection, applies_to_admins, duration, interval, reason, global_ban, mirror_edit, old_key, old_ip, old_cid, old_applies, admin_key, page, list/changes, is_server_ban) // SKYRAT EDIT CHANGE - MULTISERVER"
D:\skyrat\Skyrat-tg-master\code\modules\admin\sql_ban_system.dm,"(?<=span_danger."").*(?="")",/datum/admins/proc/ban_log(ban_id)
D:\skyrat\Skyrat-tg-master\code\modules\admin\sql_ban_system.dm,"(?<=span_danger."").*(?="")",/datum/admins/proc/can_place_additional_admin_ban(admin_ckey)
D:\skyrat\Skyrat-tg-master\code\modules\admin\sql_message_system.dm,"(?<=span_danger."").*(?="")","/proc/create_message(type, target_key, admin_ckey, text, timestamp, server, secret, logged = 1, browse, expiry, note_severity)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\sql_message_system.dm,"(?<=span_danger."").*(?="")","/proc/delete_message(message_id, logged = 1, browse)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\sql_message_system.dm,"(?<=span_danger."").*(?="")","/proc/edit_message(message_id, browse)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\sql_message_system.dm,"(?<=span_danger."").*(?="")","/proc/edit_message_expiry(message_id, browse)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\sql_message_system.dm,"(?<=span_danger."").*(?="")",/proc/edit_message_severity(message_id)
D:\skyrat\Skyrat-tg-master\code\modules\admin\sql_message_system.dm,"(?<=span_danger."").*(?="")",/proc/toggle_message_secrecy(message_id)
D:\skyrat\Skyrat-tg-master\code\modules\admin\sql_message_system.dm,"(?<=span_danger."").*(?="")","/proc/browse_messages(type, target_ckey, index, linkless = FALSE, filter, agegate = FALSE)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\sql_message_system.dm,"(?<=span_danger."").*(?="")","/proc/get_message_output(type, target_ckey, show_secret = TRUE, after_timestamp)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\tag.dm,"(?<=span_warning."").*(?="".)",/datum/admins/proc/add_tagged_datum(datum/target_datum)
D:\skyrat\Skyrat-tg-master\code\modules\admin\tag.dm,"(?<=span_notice."").*(?="".)",/datum/admins/proc/add_tagged_datum(datum/target_datum)
D:\skyrat\Skyrat-tg-master\code\modules\admin\tag.dm,"(?<=span_boldnotice."").*(?="")",/datum/admins/proc/handle_tagged_del(datum/source)
D:\skyrat\Skyrat-tg-master\code\modules\admin\tag.dm,"(?<=span_notice."").*(?="".)","/datum/admins/proc/remove_tagged_datum(datum/target_datum, silent=FALSE)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\tag.dm,"(?<=span_warning."").*(?="".)","/datum/admins/proc/remove_tagged_datum(datum/target_datum, silent=FALSE)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\topic.dm,"(?<=span_danger."").*(?="")","/datum/admins/Topic(href, href_list)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\topic.dm,(?<=<span class=.danger.>).*(?=</span>),// SKYRAT EDIT BEGIN -- ONE CLICK ANTAG
D:\skyrat\Skyrat-tg-master\code\modules\admin\topic.dm,"(?<=span_danger."").*(?="")",// SKYRAT EDIT END -- ONE CLICK ANTAG
D:\skyrat\Skyrat-tg-master\code\modules\admin\topic.dm,"(?<=span_danger."").*(?="")",// SKYRAT EDIT END -- ONE CLICK ANTAG
D:\skyrat\Skyrat-tg-master\code\modules\admin\topic.dm,"(?<=span_danger."").*(?="")",// SKYRAT EDIT END -- ONE CLICK ANTAG
D:\skyrat\Skyrat-tg-master\code\modules\admin\topic.dm,"(?<=span_danger."").*(?="")",// SKYRAT EDIT END -- ONE CLICK ANTAG
D:\skyrat\Skyrat-tg-master\code\modules\admin\topic.dm,"(?<=span_notice."").*(?="".)",// SKYRAT EDIT END -- ONE CLICK ANTAG
D:\skyrat\Skyrat-tg-master\code\modules\admin\topic.dm,"(?<=span_warning."").*(?="".)",// SKYRAT EDIT END -- ONE CLICK ANTAG
D:\skyrat\Skyrat-tg-master\code\modules\admin\topic.dm,"(?<=span_danger."").*(?="")",// SKYRAT EDIT END -- ONE CLICK ANTAG
D:\skyrat\Skyrat-tg-master\code\modules\admin\topic.dm,"(?<=span_danger."").*(?="")",// SKYRAT EDIT END -- ONE CLICK ANTAG
D:\skyrat\Skyrat-tg-master\code\modules\admin\topic.dm,"(?<=span_danger."").*(?="")",// SKYRAT EDIT END -- ONE CLICK ANTAG
D:\skyrat\Skyrat-tg-master\code\modules\admin\topic.dm,"(?<=span_warning."").*(?="".)",// SKYRAT EDIT END -- ONE CLICK ANTAG
D:\skyrat\Skyrat-tg-master\code\modules\admin\topic.dm,"(?<=span_warning."").*(?="".)",// SKYRAT EDIT END -- ONE CLICK ANTAG
D:\skyrat\Skyrat-tg-master\code\modules\admin\topic.dm,"(?<=span_notice."").*(?="".)",// SKYRAT EDIT END -- ONE CLICK ANTAG
D:\skyrat\Skyrat-tg-master\code\modules\admin\topic.dm,"(?<=span_notice."").*(?="".)",// SKYRAT EDIT END -- ONE CLICK ANTAG
D:\skyrat\Skyrat-tg-master\code\modules\admin\topic.dm,"(?<=span_notice."").*(?="".)",// SKYRAT EDIT END -- ONE CLICK ANTAG
D:\skyrat\Skyrat-tg-master\code\modules\admin\topic.dm,"(?<=span_danger."").*(?="")",// SKYRAT EDIT END -- ONE CLICK ANTAG
D:\skyrat\Skyrat-tg-master\code\modules\admin\topic.dm,"(?<=span_danger."").*(?="")",// SKYRAT EDIT END -- ONE CLICK ANTAG
D:\skyrat\Skyrat-tg-master\code\modules\admin\topic.dm,"(?<=span_warning."").*(?="".)",// SKYRAT EDIT END -- ONE CLICK ANTAG
D:\skyrat\Skyrat-tg-master\code\modules\admin\topic.dm,"(?<=span_warning."").*(?="".)",// SKYRAT EDIT END -- ONE CLICK ANTAG
D:\skyrat\Skyrat-tg-master\code\modules\admin\topic.dm,"(?<=span_warning."").*(?="".)",// SKYRAT EDIT END -- ONE CLICK ANTAG
D:\skyrat\Skyrat-tg-master\code\modules\admin\trophy_manager.dm,"(?<=span_notice."").*(?="".)","/datum/trophy_manager/ui_act(action, list/params, datum/tgui/ui, datum/ui_state/state)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\trophy_manager.dm,"(?<=span_warning."").*(?="".)","/datum/trophy_manager/ui_act(action, list/params, datum/tgui/ui, datum/ui_state/state)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\callproc\callproc.dm,"(?<=span_danger."").*(?="")",/client/proc/callproc_blocking(list/get_retval)
D:\skyrat\Skyrat-tg-master\code\modules\admin\callproc\callproc.dm,"(?<=span_warning."").*(?="".)",/client/proc/callproc_blocking(list/get_retval)
D:\skyrat\Skyrat-tg-master\code\modules\admin\callproc\callproc.dm,"(?<=span_warning."").*(?="".)",/client/proc/callproc_blocking(list/get_retval)
D:\skyrat\Skyrat-tg-master\code\modules\admin\callproc\callproc.dm,"(?<=span_warning."").*(?="".)",/client/proc/callproc_datum(datum/A as null|area|mob|obj|turf)
D:\skyrat\Skyrat-tg-master\code\modules\admin\smites\berforate.dm,"(?<=span_warning."").*(?="".)","/datum/smite/berforate/effect(client/user, mob/living/target)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\smites\bloodless.dm,"(?<=span_warning."").*(?="".)","/datum/smite/bloodless/effect(client/user, mob/living/target)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\smites\boneless.dm,"(?<=span_warning."").*(?="".)","/datum/smite/boneless/effect(client/user, mob/living/target)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\smites\curse_of_babel.dm,"(?<=span_warning."").*(?="".)","/datum/smite/curse_of_babel/effect(client/user, mob/living/carbon/target)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\smites\curse_of_babel.dm,"(?<=span_userdanger."").*(?="")","/datum/smite/curse_of_babel/effect(client/user, mob/living/carbon/target)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\smites\dock_pay.dm,"(?<=span_warning."").*(?="".)","/datum/smite/dock_pay/effect(client/user, mob/living/target)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\smites\dock_pay.dm,"(?<=span_warning."").*(?="".)","/datum/smite/dock_pay/effect(client/user, mob/living/target)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\smites\dock_pay.dm,"(?<=span_warning."").*(?="".)","/datum/smite/dock_pay/effect(client/user, mob/living/target)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\smites\dock_pay.dm,"(?<=span_warning."").*(?="".)","/datum/smite/dock_pay/effect(client/user, mob/living/target)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\smites\dock_pay.dm,"(?<=span_warning."").*(?="".)","/datum/smite/dock_pay/effect(client/user, mob/living/target)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\smites\imaginary_friend_special.dm,"(?<=span_notice."").*(?="".)",/datum/smite/custom_imaginary_friend/configure(client/user)
D:\skyrat\Skyrat-tg-master\code\modules\admin\smites\imaginary_friend_special.dm,"(?<=span_notice."").*(?="".)",/datum/smite/custom_imaginary_friend/configure(client/user)
D:\skyrat\Skyrat-tg-master\code\modules\admin\smites\imaginary_friend_special.dm,"(?<=span_warning."").*(?="".)","/datum/smite/custom_imaginary_friend/effect(client/user, mob/living/target)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\smites\imaginary_friend_special.dm,"(?<=span_warning."").*(?="".)","/datum/smite/custom_imaginary_friend/effect(client/user, mob/living/target)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\smites\immerse.dm,"(?<=span_boldnotice."").*(?="")","/datum/smite/immerse/effect(client/user, mob/living/target)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\smites\knot_shoes.dm,"(?<=span_warning."").*(?="".)","/datum/smite/knot_shoes/effect(client/user, mob/living/target)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\smites\knot_shoes.dm,"(?<=span_warning."").*(?="".)","/datum/smite/knot_shoes/effect(client/user, mob/living/target)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\smites\lightning.dm,"(?<=span_userdanger."").*(?="")","/datum/smite/lightning/effect(client/user, mob/living/target)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\smites\nugget.dm,"(?<=span_warning."").*(?="".)","/datum/smite/nugget/effect(client/user, mob/living/target)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\smites\puzzgrid.dm,"(?<=span_warning."").*(?="".)","/datum/smite/puzzgrid/effect(client/user, mob/living/target)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\smites\puzzgrid.dm,"(?<=span_warning."").*(?="".)","/datum/smite/puzzgrid/effect(client/user, mob/living/target)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\smites\puzzgrid.dm,"(?<=span_notice."").*(?="".)",/obj/structure/puzzgrid_effect/proc/on_victory()
D:\skyrat\Skyrat-tg-master\code\modules\admin\smites\puzzgrid.dm,"(?<=span_notice."").*(?="".)",/obj/structure/puzzgrid_effect/proc/on_victory()
D:\skyrat\Skyrat-tg-master\code\modules\admin\smites\puzzgrid.dm,"(?<=span_danger."").*(?="")",/obj/structure/puzzgrid_effect/proc/loss_restart()
D:\skyrat\Skyrat-tg-master\code\modules\admin\smites\puzzle.dm,"(?<=span_warning."").*(?="".)","/datum/smite/puzzle/effect(client/user, mob/living/target)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\smites\scarify.dm,"(?<=span_warning."").*(?="".)","/datum/smite/scarify/effect(client/user, mob/living/target)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\smites\scarify.dm,"(?<=span_warning."").*(?="".)","/datum/smite/scarify/effect(client/user, mob/living/target)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\verbs\admin.dm,"(?<=span_warning."").*(?="".)",/client/proc/cmd_admin_check_player_exp() //Allows admins to determine who the newer players are.
D:\skyrat\Skyrat-tg-master\code\modules\admin\verbs\admin.dm,"(?<=span_danger."").*(?="")",/datum/admins/proc/cmd_show_exp_panel(client/client_to_check)
D:\skyrat\Skyrat-tg-master\code\modules\admin\verbs\admin.dm,"(?<=span_warning."").*(?="".)",/datum/admins/proc/cmd_show_exp_panel(client/client_to_check)
D:\skyrat\Skyrat-tg-master\code\modules\admin\verbs\admin.dm,"(?<=span_danger."").*(?="")",/datum/admins/proc/toggle_exempt_status(client/C)
D:\skyrat\Skyrat-tg-master\code\modules\admin\verbs\admin.dm,"(?<=span_danger."").*(?="")",/datum/admins/proc/toggle_exempt_status(client/C)
D:\skyrat\Skyrat-tg-master\code\modules\admin\verbs\admin.dm,"(?<=span_danger."").*(?="")",/datum/admins/proc/toggle_exempt_status(client/C)
D:\skyrat\Skyrat-tg-master\code\modules\admin\verbs\adminevents.dm,"(?<=span_hear."").*(?="")","/client/proc/admin_headset_message(mob/M in GLOB.mob_list, sender = null)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\verbs\adminevents.dm,"(?<=span_warning."").*(?="".)",/client/proc/admin_disable_shuttle()
D:\skyrat\Skyrat-tg-master\code\modules\admin\verbs\adminevents.dm,"(?<=span_warning."").*(?="".)",/client/proc/admin_enable_shuttle()
D:\skyrat\Skyrat-tg-master\code\modules\admin\verbs\adminevents.dm,"(?<=span_warning."").*(?="".)",/client/proc/add_mob_ability()
D:\skyrat\Skyrat-tg-master\code\modules\admin\verbs\adminevents.dm,"(?<=span_warning."").*(?="".)",/client/proc/remove_mob_ability()
D:\skyrat\Skyrat-tg-master\code\modules\admin\verbs\adminfun.dm,"(?<=span_hear."").*(?="")",/client/proc/polymorph_all()
D:\skyrat\Skyrat-tg-master\code\modules\admin\verbs\admingame.dm,"(?<=span_warning."").*(?="".)",/datum/admins/proc/show_player_panel(mob/M in GLOB.mob_list)
D:\skyrat\Skyrat-tg-master\code\modules\admin\verbs\admingame.dm,"(?<=span_notice."").*(?="".)",/datum/admins/proc/show_lag_switch_panel()
D:\skyrat\Skyrat-tg-master\code\modules\admin\verbs\adminhelp.dm,"(?<=span_notice."").*(?="".)","/datum/admin_help/proc/send_message_to_tgs(message, urgent = FALSE)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\verbs\adminhelp.dm,"(?<=span_warning."").*(?="".)",/datum/admin_help/proc/Reopen()
D:\skyrat\Skyrat-tg-master\code\modules\admin\verbs\adminhelp.dm,"(?<=span_warning."").*(?="".)",/datum/admin_help/proc/Reopen()
D:\skyrat\Skyrat-tg-master\code\modules\admin\verbs\adminhelp.dm,"(?<=span_danger."").*(?="")","/datum/admin_help_ui_handler/proc/perform_adminhelp(client/user_client, message, urgent)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\verbs\adminhelp.dm,"(?<=span_danger."").*(?="")","/datum/admin_help_ui_handler/proc/perform_adminhelp(client/user_client, message, urgent)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\verbs\adminhelp.dm,"(?<=span_boldnotice."").*(?="")",/client/verb/adminhelp()
D:\skyrat\Skyrat-tg-master\code\modules\admin\verbs\adminhelp.dm,"(?<=span_warning."").*(?="".)",/client/verb/view_latest_ticket()
D:\skyrat\Skyrat-tg-master\code\modules\admin\verbs\adminpm.dm,"(?<=span_danger."").*(?="")",/client/proc/cmd_admin_pm_context(mob/M in GLOB.mob_list)
D:\skyrat\Skyrat-tg-master\code\modules\admin\verbs\adminpm.dm,"(?<=span_danger."").*(?="")",/client/proc/cmd_admin_pm_context(mob/M in GLOB.mob_list)
D:\skyrat\Skyrat-tg-master\code\modules\admin\verbs\adminpm.dm,"(?<=span_danger."").*(?="")",/client/proc/cmd_admin_pm_panel()
D:\skyrat\Skyrat-tg-master\code\modules\admin\verbs\adminpm.dm,"(?<=span_danger."").*(?="")",/client/proc/cmd_ahelp_reply(whom)
D:\skyrat\Skyrat-tg-master\code\modules\admin\verbs\adminpm.dm,"(?<=span_danger."").*(?="")",/client/proc/cmd_ahelp_reply(whom)
D:\skyrat\Skyrat-tg-master\code\modules\admin\verbs\adminpm.dm,"(?<=span_danger."").*(?="")",/client/proc/cmd_ahelp_reply(whom)
D:\skyrat\Skyrat-tg-master\code\modules\admin\verbs\adminpm.dm,"(?<=span_danger."").*(?="")",/client/proc/cmd_ahelp_reply(whom)
D:\skyrat\Skyrat-tg-master\code\modules\admin\verbs\adminpm.dm,"(?<=span_danger."").*(?="")","/client/proc/cmd_admin_pm(whom, message)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\verbs\adminpm.dm,"(?<=span_danger."").*(?="")","/client/proc/cmd_admin_pm(whom, message)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\verbs\adminpm.dm,"(?<=span_notice."").*(?="".)","/client/proc/cmd_admin_pm(whom, message)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\verbs\adminpm.dm,"(?<=span_danger."").*(?="")","/client/proc/request_adminpm_message(ambiguious_recipient, existing_message = null)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\verbs\adminpm.dm,"(?<=span_danger."").*(?="")","/client/proc/request_adminpm_message(ambiguious_recipient, existing_message = null)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\verbs\adminpm.dm,"(?<=span_danger."").*(?="")","/client/proc/request_adminpm_message(ambiguious_recipient, existing_message = null)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\verbs\adminpm.dm,"(?<=span_danger."").*(?="")","/client/proc/request_adminpm_message(ambiguious_recipient, existing_message = null)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\verbs\adminpm.dm,"(?<=span_danger."").*(?="")","/client/proc/request_adminpm_message(ambiguious_recipient, existing_message = null)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\verbs\adminpm.dm,"(?<=span_danger."").*(?="")","/client/proc/request_adminpm_message(ambiguious_recipient, existing_message = null)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\verbs\adminpm.dm,"(?<=span_danger."").*(?="")","/client/proc/request_adminpm_message(ambiguious_recipient, existing_message = null)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\verbs\adminpm.dm,"(?<=span_notice."").*(?="".)","/client/proc/sends_adminpm_message(ambiguious_recipient, send_message)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\verbs\adminpm.dm,"(?<=span_danger."").*(?="")","/client/proc/sends_adminpm_message(ambiguious_recipient, send_message)"
D:\skyrat\Skyrat-tg-master\code\modules\admin\verbs\adminpm.dm,"(?<=span_notice."").*(?="".)","/client/proc/sends_adminpm_message(ambiguious_recipient, send_message)"
