文件路径,正则表达式
D:\skyrat\Skyrat-tg-master\code\game\shuttle_engines.dm,"(?<=span_notice."").*(?="".)","/obj/machinery/power/shuttle_engine/welder_act(mob/living/user, obj/item/tool)"
D:\skyrat\Skyrat-tg-master\code\game\shuttle_engines.dm,"(?<=span_notice."").*(?="".)","/obj/machinery/power/shuttle_engine/welder_act(mob/living/user, obj/item/tool)"
D:\skyrat\Skyrat-tg-master\code\game\shuttle_engines.dm,"(?<=span_hear."").*(?="")","/obj/machinery/power/shuttle_engine/welder_act(mob/living/user, obj/item/tool)"
D:\skyrat\Skyrat-tg-master\code\game\shuttle_engines.dm,"(?<=span_notice."").*(?="".)","/obj/machinery/power/shuttle_engine/welder_act(mob/living/user, obj/item/tool)"
D:\skyrat\Skyrat-tg-master\code\game\area\areas\shuttles.dm,"(?<=span_notice."").*(?="".)",/obj/effect/forcefield/arena_shuttle/Bumped(atom/movable/AM)
D:\skyrat\Skyrat-tg-master\code\game\area\areas\shuttles.dm,"(?<=span_warning."").*(?="".)",/obj/effect/forcefield/arena_shuttle/Bumped(atom/movable/AM)
D:\skyrat\Skyrat-tg-master\code\game\gamemodes\game_mode.dm,"(?<=span_boldnotice."").*(?="")",/proc/display_roundstart_logout_report()
D:\skyrat\Skyrat-tg-master\code\game\gamemodes\dynamic\ruleset_picking.dm,"(?<=span_notice."").*(?="".)","/datum/game_mode/dynamic/proc/admin_cancel_midround(mob/user, timer_id)"
D:\skyrat\Skyrat-tg-master\code\game\gamemodes\dynamic\ruleset_picking.dm,"(?<=span_notice."").*(?="".)","/datum/game_mode/dynamic/proc/admin_different_midround(mob/user, timer_id)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\ai_slipper.dm,"(?<=span_notice."").*(?="".)",/obj/machinery/ai_slipper/examine(mob/user)
D:\skyrat\Skyrat-tg-master\code\game\machinery\ai_slipper.dm,"(?<=span_danger."").*(?="")",/obj/machinery/ai_slipper/interact(mob/user)
D:\skyrat\Skyrat-tg-master\code\game\machinery\ai_slipper.dm,"(?<=span_warning."").*(?="".)",/obj/machinery/ai_slipper/interact(mob/user)
D:\skyrat\Skyrat-tg-master\code\game\machinery\ai_slipper.dm,"(?<=span_warning."").*(?="".)",/obj/machinery/ai_slipper/interact(mob/user)
D:\skyrat\Skyrat-tg-master\code\game\machinery\ai_slipper.dm,"(?<=span_notice."").*(?="".)",/obj/machinery/ai_slipper/interact(mob/user)
D:\skyrat\Skyrat-tg-master\code\game\machinery\announcement_system.dm,"(?<=span_notice."").*(?="".)","/obj/machinery/announcement_system/screwdriver_act(mob/living/user, obj/item/tool)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\announcement_system.dm,"(?<=span_notice."").*(?="".)","/obj/machinery/announcement_system/multitool_act(mob/living/user, obj/item/tool)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\announcement_system.dm,"(?<=span_warning."").*(?="".)","/obj/machinery/announcement_system/ui_act(action, param)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\announcement_system.dm,"(?<=span_warning."").*(?="".)",/obj/machinery/announcement_system/attack_ai(mob/user)
D:\skyrat\Skyrat-tg-master\code\game\machinery\autolathe.dm,"(?<=span_alert."").*(?="")","/obj/machinery/autolathe/ui_act(action, list/params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\autolathe.dm,"(?<=span_notice."").*(?="".)","/obj/machinery/autolathe/ui_act(action, list/params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\autolathe.dm,"(?<=span_alert."").*(?="")","/obj/machinery/autolathe/ui_act(action, list/params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\autolathe.dm,"(?<=span_notice."").*(?="".)","/obj/machinery/autolathe/attackby(obj/item/attacking_item, mob/living/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\autolathe.dm,"(?<=span_hear."").*(?="")","/obj/machinery/autolathe/attackby(obj/item/attacking_item, mob/living/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\autolathe.dm,"(?<=span_warning."").*(?="".)","/obj/machinery/autolathe/attackby(obj/item/attacking_item, mob/living/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\autolathe.dm,"(?<=span_notice."").*(?="".)",/obj/machinery/autolathe/examine(mob/user)
D:\skyrat\Skyrat-tg-master\code\game\machinery\bank_machine.dm,"(?<=span_notice."").*(?="".)","/obj/machinery/computer/bank_machine/attackby(obj/item/I, mob/user)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\botlaunchpad.dm,"(?<=span_notice."").*(?="".)","/obj/machinery/botpad/multitool_act(mob/living/user, obj/item/tool)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\buttons.dm,"(?<=span_alert."").*(?="")","/obj/machinery/button/screwdriver_act(mob/living/user, obj/item/tool)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\buttons.dm,"(?<=span_warning."").*(?="".)","/obj/machinery/button/attackby(obj/item/W, mob/living/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\buttons.dm,"(?<=span_notice."").*(?="".)","/obj/machinery/button/attackby(obj/item/W, mob/living/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\buttons.dm,"(?<=span_warning."").*(?="".)","/obj/machinery/button/attackby(obj/item/W, mob/living/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\buttons.dm,"(?<=span_notice."").*(?="".)","/obj/machinery/button/attackby(obj/item/W, mob/living/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\buttons.dm,"(?<=span_notice."").*(?="".)","/obj/machinery/button/attackby(obj/item/W, mob/living/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\buttons.dm,"(?<=span_notice."").*(?="".)","/obj/machinery/button/attackby(obj/item/W, mob/living/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\buttons.dm,"(?<=span_notice."").*(?="".)","/obj/machinery/button/attack_hand(mob/user, list/modifiers)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\buttons.dm,"(?<=span_notice."").*(?="".)","/obj/machinery/button/attack_hand(mob/user, list/modifiers)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\buttons.dm,"(?<=span_alert."").*(?="")","/obj/machinery/button/attack_hand(mob/user, list/modifiers)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\buttons.dm,"(?<=span_notice."").*(?="".)",/obj/machinery/button/tram/examine(mob/user)
D:\skyrat\Skyrat-tg-master\code\game\machinery\buttons.dm,"(?<=span_notice."").*(?="".)",/obj/machinery/button/tram/examine(mob/user)
D:\skyrat\Skyrat-tg-master\code\game\machinery\canister_frame.dm,"(?<=span_notice."").*(?="".)",/obj/structure/canister_frame/machine/examine(user)
D:\skyrat\Skyrat-tg-master\code\game\machinery\canister_frame.dm,"(?<=span_notice."").*(?="".)",/obj/structure/canister_frame/machine/examine(user)
D:\skyrat\Skyrat-tg-master\code\game\machinery\canister_frame.dm,"(?<=span_notice."").*(?="".)",/obj/structure/canister_frame/machine/examine(user)
D:\skyrat\Skyrat-tg-master\code\game\machinery\canister_frame.dm,"(?<=span_notice."").*(?="".)",/obj/structure/canister_frame/machine/examine(user)
D:\skyrat\Skyrat-tg-master\code\game\machinery\canister_frame.dm,"(?<=span_notice."").*(?="".)","/obj/structure/canister_frame/machine/attackby(obj/item/S, mob/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\canister_frame.dm,"(?<=span_notice."").*(?="".)","/obj/structure/canister_frame/machine/attackby(obj/item/S, mob/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\canister_frame.dm,"(?<=span_notice."").*(?="".)","/obj/structure/canister_frame/machine/screwdriver_act(mob/living/user, obj/item/I)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\canister_frame.dm,"(?<=span_notice."").*(?="".)","/obj/structure/canister_frame/machine/screwdriver_act(mob/living/user, obj/item/I)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\canister_frame.dm,"(?<=span_notice."").*(?="".)","/obj/structure/canister_frame/machine/wrench_act(mob/living/user, obj/item/I)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\canister_frame.dm,"(?<=span_notice."").*(?="".)","/obj/structure/canister_frame/machine/wrench_act(mob/living/user, obj/item/I)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\cell_charger.dm,"(?<=span_notice."").*(?="".)",/obj/machinery/cell_charger/examine(mob/user)
D:\skyrat\Skyrat-tg-master\code\game\machinery\cell_charger.dm,"(?<=span_warning."").*(?="".)","/obj/machinery/cell_charger/attackby(obj/item/W, mob/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\cell_charger.dm,"(?<=span_warning."").*(?="".)","/obj/machinery/cell_charger/attackby(obj/item/W, mob/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\cell_charger.dm,"(?<=span_warning."").*(?="".)","/obj/machinery/cell_charger/attackby(obj/item/W, mob/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\cell_charger.dm,"(?<=span_warning."").*(?="".)","/obj/machinery/cell_charger/attackby(obj/item/W, mob/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\cell_charger.dm,"(?<=span_warning."").*(?="".)","/obj/machinery/cell_charger/attackby(obj/item/W, mob/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\cell_charger.dm,"(?<=span_notice."").*(?="".)","/obj/machinery/cell_charger/attackby(obj/item/W, mob/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\cell_charger.dm,"(?<=span_notice."").*(?="".)","/obj/machinery/cell_charger/attack_hand(mob/user, list/modifiers)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\cell_charger.dm,"(?<=span_notice."").*(?="".)",/obj/machinery/cell_charger/attack_tk(mob/user)
D:\skyrat\Skyrat-tg-master\code\game\machinery\civilian_bounties.dm,"(?<=span_notice."").*(?="".)","/obj/machinery/computer/piratepad_control/multitool_act(mob/living/user, obj/item/multitool/I)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\civilian_bounties.dm,"(?<=span_notice."").*(?="".)",/obj/machinery/computer/piratepad_control/civilian/send()
D:\skyrat\Skyrat-tg-master\code\game\machinery\civilian_bounties.dm,"(?<=span_notice."").*(?="".)","/obj/machinery/computer/piratepad_control/civilian/proc/id_insert(mob/user, obj/item/inserting_item, obj/item/target)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\civilian_bounties.dm,"(?<=span_notice."").*(?="".)","/obj/machinery/computer/piratepad_control/civilian/proc/id_insert(mob/user, obj/item/inserting_item, obj/item/target)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\civilian_bounties.dm,"(?<=span_warning."").*(?="".)","/obj/machinery/computer/piratepad_control/civilian/proc/id_eject(mob/user, obj/target)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\civilian_bounties.dm,"(?<=span_notice."").*(?="".)","/obj/machinery/computer/piratepad_control/civilian/proc/id_eject(mob/user, obj/target)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\civilian_bounties.dm,"(?<=span_notice."").*(?="".)","/obj/machinery/computer/piratepad_control/civilian/proc/id_eject(mob/user, obj/target)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\civilian_bounties.dm,"(?<=span_notice."").*(?="".)",/obj/item/bounty_cube/examine()
D:\skyrat\Skyrat-tg-master\code\game\machinery\civilian_bounties.dm,"(?<=span_notice."").*(?="".)",/obj/item/bounty_cube/examine()
D:\skyrat\Skyrat-tg-master\code\game\machinery\civilian_bounties.dm,"(?<=span_warning."").*(?="".)",/obj/item/bounty_cube/debug_cube/attack_self(mob/user)
D:\skyrat\Skyrat-tg-master\code\game\machinery\civilian_bounties.dm,"(?<=span_notice."").*(?="".)",/obj/item/bounty_cube/debug_cube/attack_self(mob/user)
D:\skyrat\Skyrat-tg-master\code\game\machinery\civilian_bounties.dm,"(?<=span_warning."").*(?="".)",/obj/item/civ_bounty_beacon/attack_self()
D:\skyrat\Skyrat-tg-master\code\game\machinery\constructable_frame.dm,"(?<=span_info."").*(?="".)",/obj/structure/frame/machine/examine(user)
D:\skyrat\Skyrat-tg-master\code\game\machinery\constructable_frame.dm,"(?<=span_info."").*(?="".)",/obj/structure/frame/machine/examine(user)
D:\skyrat\Skyrat-tg-master\code\game\machinery\constructable_frame.dm,"(?<=span_warning."").*(?="".)","/obj/structure/frame/machine/attackby(obj/item/P, mob/living/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\constructable_frame.dm,"(?<=span_warning."").*(?="".)","/obj/structure/frame/machine/attackby(obj/item/P, mob/living/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\constructable_frame.dm,"(?<=span_notice."").*(?="".)","/obj/structure/frame/machine/attackby(obj/item/P, mob/living/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\constructable_frame.dm,"(?<=span_notice."").*(?="".)","/obj/structure/frame/machine/attackby(obj/item/P, mob/living/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\constructable_frame.dm,"(?<=span_warning."").*(?="".)","/obj/structure/frame/machine/attackby(obj/item/P, mob/living/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\constructable_frame.dm,"(?<=span_notice."").*(?="".)","/obj/structure/frame/machine/attackby(obj/item/P, mob/living/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\constructable_frame.dm,"(?<=span_notice."").*(?="".)","/obj/structure/frame/machine/attackby(obj/item/P, mob/living/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\constructable_frame.dm,"(?<=span_notice."").*(?="".)","/obj/structure/frame/machine/attackby(obj/item/P, mob/living/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\constructable_frame.dm,"(?<=span_notice."").*(?="".)","/obj/structure/frame/machine/attackby(obj/item/P, mob/living/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\constructable_frame.dm,"(?<=span_notice."").*(?="".)","/obj/structure/frame/machine/attackby(obj/item/P, mob/living/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\constructable_frame.dm,"(?<=span_notice."").*(?="".)","/obj/structure/frame/machine/attackby(obj/item/P, mob/living/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\constructable_frame.dm,"(?<=span_notice."").*(?="".)","/obj/structure/frame/machine/attackby(obj/item/P, mob/living/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\constructable_frame.dm,"(?<=span_warning."").*(?="".)","/obj/structure/frame/machine/attackby(obj/item/P, mob/living/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\constructable_frame.dm,"(?<=span_warning."").*(?="".)","/obj/structure/frame/machine/attackby(obj/item/P, mob/living/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\constructable_frame.dm,"(?<=span_notice."").*(?="".)","/obj/structure/frame/machine/attackby(obj/item/P, mob/living/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\constructable_frame.dm,"(?<=span_warning."").*(?="".)","/obj/structure/frame/machine/attackby(obj/item/P, mob/living/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\constructable_frame.dm,"(?<=span_notice."").*(?="".)","/obj/structure/frame/machine/attackby(obj/item/P, mob/living/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\constructable_frame.dm,"(?<=span_notice."").*(?="".)","/obj/structure/frame/machine/attackby(obj/item/P, mob/living/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\constructable_frame.dm,"(?<=span_notice."").*(?="".)","/obj/structure/frame/machine/attackby(obj/item/P, mob/living/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\constructable_frame.dm,"(?<=span_notice."").*(?="".)","/obj/structure/frame/machine/attackby(obj/item/P, mob/living/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\constructable_frame.dm,"(?<=span_notice."").*(?="".)","/obj/structure/frame/machine/attackby(obj/item/P, mob/living/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\constructable_frame.dm,"(?<=span_notice."").*(?="".)","/obj/structure/frame/machine/attackby(obj/item/P, mob/living/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\constructable_frame.dm,"(?<=span_notice."").*(?="".)","/obj/structure/frame/machine/attackby(obj/item/P, mob/living/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\constructable_frame.dm,"(?<=span_notice."").*(?="".)","/obj/structure/frame/machine/attackby(obj/item/P, mob/living/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\constructable_frame.dm,"(?<=span_warning."").*(?="".)","/obj/structure/frame/machine/attackby(obj/item/P, mob/living/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\dance_machine.dm,"(?<=span_notice."").*(?="".)","/obj/machinery/jukebox/attackby(obj/item/O, mob/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\dance_machine.dm,"(?<=span_notice."").*(?="".)","/obj/machinery/jukebox/attackby(obj/item/O, mob/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\dance_machine.dm,"(?<=span_warning."").*(?="".)",/obj/machinery/jukebox/ui_status(mob/user)
D:\skyrat\Skyrat-tg-master\code\game\machinery\dance_machine.dm,"(?<=span_warning."").*(?="".)",/obj/machinery/jukebox/ui_status(mob/user)
D:\skyrat\Skyrat-tg-master\code\game\machinery\dance_machine.dm,"(?<=span_warning."").*(?="".)",/obj/machinery/jukebox/ui_status(mob/user)
D:\skyrat\Skyrat-tg-master\code\game\machinery\dance_machine.dm,"(?<=span_warning."").*(?="".)","/obj/machinery/jukebox/ui_act(action, list/params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\dance_machine.dm,"(?<=span_warning."").*(?="".)","/obj/machinery/jukebox/ui_act(action, list/params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\defibrillator_mount.dm,"(?<=span_notice."").*(?="".)",/obj/machinery/defibrillator_mount/examine(mob/user)
D:\skyrat\Skyrat-tg-master\code\game\machinery\defibrillator_mount.dm,"(?<=span_notice."").*(?="".)",/obj/machinery/defibrillator_mount/examine(mob/user)
D:\skyrat\Skyrat-tg-master\code\game\machinery\defibrillator_mount.dm,"(?<=span_notice."").*(?="".)",/obj/machinery/defibrillator_mount/examine(mob/user)
D:\skyrat\Skyrat-tg-master\code\game\machinery\defibrillator_mount.dm,"(?<=span_warning."").*(?="".)","/obj/machinery/defibrillator_mount/attack_hand(mob/living/user, list/modifiers)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\defibrillator_mount.dm,"(?<=span_warning."").*(?="".)","/obj/machinery/defibrillator_mount/attack_hand(mob/living/user, list/modifiers)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\defibrillator_mount.dm,"(?<=span_warning."").*(?="".)","/obj/machinery/defibrillator_mount/attack_hand(mob/living/user, list/modifiers)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\defibrillator_mount.dm,"(?<=span_warning."").*(?="".)","/obj/machinery/defibrillator_mount/attackby(obj/item/I, mob/living/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\defibrillator_mount.dm,"(?<=span_warning."").*(?="".)","/obj/machinery/defibrillator_mount/attackby(obj/item/I, mob/living/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\defibrillator_mount.dm,"(?<=span_warning."").*(?="".)","/obj/machinery/defibrillator_mount/attackby(obj/item/I, mob/living/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\defibrillator_mount.dm,"(?<=span_notice."").*(?="".)","/obj/machinery/defibrillator_mount/attackby(obj/item/I, mob/living/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\defibrillator_mount.dm,"(?<=span_notice."").*(?="".)","/obj/machinery/defibrillator_mount/attackby(obj/item/I, mob/living/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\defibrillator_mount.dm,"(?<=span_warning."").*(?="".)","/obj/machinery/defibrillator_mount/attackby(obj/item/I, mob/living/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\defibrillator_mount.dm,"(?<=span_notice."").*(?="".)","/obj/machinery/defibrillator_mount/attackby(obj/item/I, mob/living/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\defibrillator_mount.dm,"(?<=span_warning."").*(?="".)","/obj/machinery/defibrillator_mount/attackby(obj/item/I, mob/living/user, params)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\defibrillator_mount.dm,"(?<=span_warning."").*(?="".)","/obj/machinery/defibrillator_mount/multitool_act(mob/living/user, obj/item/multitool)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\defibrillator_mount.dm,"(?<=span_warning."").*(?="".)","/obj/machinery/defibrillator_mount/multitool_act(mob/living/user, obj/item/multitool)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\defibrillator_mount.dm,"(?<=span_notice."").*(?="".)","/obj/machinery/defibrillator_mount/multitool_act(mob/living/user, obj/item/multitool)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\defibrillator_mount.dm,"(?<=span_notice."").*(?="".)","/obj/machinery/defibrillator_mount/multitool_act(mob/living/user, obj/item/multitool)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\defibrillator_mount.dm,"(?<=span_notice."").*(?="".)","/obj/machinery/defibrillator_mount/multitool_act(mob/living/user, obj/item/multitool)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\defibrillator_mount.dm,"(?<=span_notice."").*(?="".)","/obj/machinery/defibrillator_mount/multitool_act(mob/living/user, obj/item/multitool)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\defibrillator_mount.dm,"(?<=span_warning."").*(?="".)","/obj/machinery/defibrillator_mount/wrench_act_secondary(mob/living/user, obj/item/tool)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\defibrillator_mount.dm,"(?<=span_notice."").*(?="".)","/obj/machinery/defibrillator_mount/wrench_act_secondary(mob/living/user, obj/item/tool)"
D:\skyrat\Skyrat-tg-master\code\game\machinery\defibrillator_mount.dm,"(?<=span_warning."").*(?="".)",/obj/machinery/defibrillator_mount/AltClick(mob/living/carbon/user)
D:\skyrat\Skyrat-tg-master\code\game\machinery\defibrillator_mount.dm,"(?<=span_warning."").*(?="".)",/obj/machinery/defibrillator_mount/AltClick(mob/living/carbon/user)
D:\skyrat\Skyrat-tg-master\code\game\machinery\defibrillator_mount.dm,"(?<=span_warning."").*(?="".)",/obj/machinery/defibrillator_mount/AltClick(mob/living/carbon/user)
D:\skyrat\Skyrat-tg-master\code\game\machinery\defibrillator_mount.dm,"(?<=span_notice."").*(?="".)",/obj/machinery/defibrillator_mount/AltClick(mob/living/carbon/user)
